Num_Cta,Cli_codigo,TipoCuenta,Sucursal,FechaApertura,Saldo
191-10364-46,C0364,NA,Cajamarca,03/10/2018,11368.06
191-10365-13,C0365,CTA AHORROS DOLARES,Lince,16/06/2020,11232.79
191-10366-72,C0366,NA,Surco,14/07/2021,13507.64
191-10367-81,C0367,CTA CORRIENTE,La Molina,11/08/2018,2474.59
191-10368-99,C0368,CTA AHORROS DOLARES,Surco,12/04/2012,3953.85
191-10369-96,C0369,CTA CORRIENTE,Miraflores,18/05/2019,5315.94
191-10370-97,C0370,NA,Surco,22/11/2021,3212.02
191-10371-42,C0371,CTA AHORROS SOLES,San Isidro,05/10/2022,6278.74
191-10372-42,C0372,CTA AHORROS DOLARES,San Isidro,16/05/2014,13355.85
191-10373-87,C0373,CTA CORRIENTE,San Isidro,05/03/2023,5343.28
191-10374-82,C0374,CTA AHORROS SOLES,Surco,24/06/2020,12253.89
191-10375-22,C0375,CTA AHORROS DOLARES,Miraflores,21/01/2011,10788.72
191-10376-72,C0376,CTA AHORROS SOLES,San Isidro,27/12/2014,9561.82
191-10377-72,C0377,CTA CORRIENTE,Callao,16/09/2014,8728.7
191-10378-14,C0378,NA,Lince,22/10/2012,13856.86
191-10379-88,C0379,CTA AHORROS DOLARES,Miraflores,09/07/2012,10810.36
191-10380-27,C0380,CTA CORRIENTE,San Isidro,16/03/2023,9622.03
191-10381-49,C0381,CTA CORRIENTE,La Molina,10/03/2018,932.92
191-10382-22,C0382,NA,Lince,19/11/2012,13571.1
191-10383-64,C0383,CTA AHORROS SOLES,San Isidro,12/09/2012,5881.05
191-10384-96,C0384,CTA AHORROS DOLARES,Callao,25/02/2020,9928.0
191-10385-96,C0385,CTA CORRIENTE,La Molina,01/08/2013,2706.33
191-10386-86,C0386,CTA CORRIENTE,La Molina,11/05/2016,14759.31
191-10387-98,C0387,CTA AHORROS SOLES,Callao,28/02/2023,4119.56
191-10388-73,C0388,NA,La Molina,28/07/2021,6641.78
191-10389-33,C0389,CTA AHORROS DOLARES,Lince,27/10/2012,8892.41
191-10390-12,C0390,CTA CORRIENTE,Callao,12/09/2022,9809.6
191-10391-40,C0391,CTA CORRIENTE,Surco,06/12/2010,1724.18
191-10392-50,C0392,CTA CORRIENTE,Surco,12/07/2018,4284.18
191-10393-82,C0393,NA,San Isidro,24/08/2019,11295.08
191-10394-81,C0394,NA,Surco,10/07/2023,6683.77
191-10395-35,C0395,CTA AHORROS DOLARES,La Molina,03/04/2016,5917.99
191-10396-32,C0396,CTA AHORROS SOLES,Cajamarca,23/09/2023,4926.39
191-10397-53,C0397,CTA AHORROS SOLES,Miraflores,13/11/2020,9564.54
191-10398-83,C0398,NA,Callao,23/09/2014,5520.94
191-10399-84,C0399,NA,La Molina,13/11/2016,955.38
191-10400-76,C0400,CTA AHORROS DOLARES,Lince,03/03/2019,5723.99
191-10401-41,C0401,CTA AHORROS SOLES,Lince,26/04/2024,8831.21
191-10402-71,C0402,NA,Lince,10/01/2024,6715.67
191-10403-87,C0403,CTA AHORROS SOLES,Surco,31/07/2020,8419.77
191-10404-58,C0404,CTA AHORROS SOLES,La Molina,14/02/2018,10780.67
191-10405-94,C0405,CTA AHORROS DOLARES,Lince,03/10/2017,3285.39
191-10406-72,C0406,NA,La Molina,04/10/2013,12201.89
191-10407-46,C0407,NA,San Isidro,12/09/2010,6447.67
191-10408-90,C0408,NA,Miraflores,21/09/2020,11856.32
191-10409-71,C0409,CTA AHORROS SOLES,Callao,04/12/2022,4893.05
191-10410-42,C0410,CTA AHORROS SOLES,La Molina,26/12/2017,10496.08
191-10411-57,C0411,CTA CORRIENTE,Miraflores,23/10/2013,7507.22
191-10412-59,C0412,CTA AHORROS DOLARES,La Molina,17/03/2014,9164.42
191-10413-62,C0413,CTA AHORROS SOLES,Miraflores,13/05/2024,1683.25
191-10414-86,C0414,CTA AHORROS SOLES,La Molina,16/04/2023,8070.87
191-10415-74,C0415,CTA AHORROS SOLES,Callao,30/07/2016,6901.35
191-10416-85,C0416,NA,Surco,18/08/2017,13224.53
191-10417-70,C0417,CTA AHORROS SOLES,Callao,26/03/2022,14385.92
191-10418-44,C0418,CTA CORRIENTE,Callao,26/01/2020,7861.61
191-10419-46,C0419,CTA AHORROS DOLARES,Callao,08/07/2011,9817.71
191-10420-52,C0420,CTA AHORROS SOLES,Surco,11/06/2012,12271.87
191-10421-74,C0421,CTA CORRIENTE,Callao,24/07/2016,5400.64
191-10422-97,C0422,NA,Cajamarca,18/12/2018,8157.45
191-10423-29,C0423,CTA AHORROS SOLES,Cajamarca,17/08/2011,13339.2
191-10424-54,C0424,CTA CORRIENTE,San Isidro,30/05/2014,6097.13
191-10425-47,C0425,CTA AHORROS SOLES,Cajamarca,10/06/2020,11197.67
191-10426-84,C0426,CTA AHORROS DOLARES,Surco,11/06/2024,8473.83
191-10427-13,C0427,CTA CORRIENTE,La Molina,01/10/2016,3476.95
191-10428-57,C0428,CTA CORRIENTE,Miraflores,17/07/2018,1672.94
191-10429-79,C0429,CTA CORRIENTE,La Molina,01/02/2020,8425.62
191-10430-87,C0430,CTA CORRIENTE,Callao,31/08/2012,10740.12
191-10431-56,C0431,NA,Miraflores,22/08/2024,3589.55
191-10432-22,C0432,CTA AHORROS SOLES,Callao,11/06/2014,9280.0
191-10433-29,C0433,CTA CORRIENTE,Surco,08/12/2017,4761.19
191-10434-14,C0434,CTA CORRIENTE,Cajamarca,13/07/2013,1016.88
191-10435-81,C0435,CTA AHORROS DOLARES,Miraflores,03/09/2016,9352.08
191-10436-64,C0436,CTA AHORROS SOLES,Cajamarca,27/08/2010,9130.38
191-10437-33,C0437,CTA AHORROS SOLES,Surco,03/08/2014,9208.57
191-10438-53,C0438,NA,Callao,20/04/2023,13998.63
191-10439-31,C0439,CTA AHORROS DOLARES,Callao,01/07/2018,893.4
191-10440-48,C0440,CTA AHORROS DOLARES,Surco,18/05/2019,12487.53
191-10441-47,C0441,CTA CORRIENTE,Surco,17/06/2024,10230.58
191-10442-47,C0442,CTA AHORROS SOLES,Cajamarca,17/11/2014,781.33
191-10443-33,C0443,CTA CORRIENTE,Callao,03/01/2023,10218.15
191-10444-31,C0444,CTA AHORROS DOLARES,Surco,04/04/2012,12702.42
191-10445-56,C0445,NA,Lince,18/03/2017,1844.0
191-10446-55,C0446,NA,Cajamarca,13/10/2013,12134.58
191-10447-88,C0447,CTA AHORROS DOLARES,Cajamarca,27/12/2022,2815.64
191-10448-67,C0448,CTA AHORROS SOLES,La Molina,20/02/2010,4333.41
191-10449-36,C0449,CTA AHORROS SOLES,Callao,29/09/2014,13726.04
191-10450-65,C0450,CTA CORRIENTE,Cajamarca,05/12/2022,4691.57
191-10451-58,C0451,CTA AHORROS SOLES,San Isidro,22/02/2020,5662.72
191-10452-94,C0452,NA,Cajamarca,05/11/2013,2075.57
191-10453-41,C0453,CTA CORRIENTE,Cajamarca,17/04/2023,3623.14
191-10454-25,C0454,NA,Callao,10/12/2013,5064.55
191-10455-14,C0455,CTA AHORROS DOLARES,Surco,23/03/2017,3347.8
191-10456-45,C0456,NA,Miraflores,18/04/2023,6681.75
191-10457-64,C0457,CTA AHORROS DOLARES,Cajamarca,12/12/2024,12102.14
191-10458-43,C0458,CTA AHORROS SOLES,Miraflores,18/09/2024,7059.06
191-10459-67,C0459,CTA CORRIENTE,Miraflores,30/07/2014,11850.66
191-10460-69,C0460,CTA AHORROS SOLES,Cajamarca,02/09/2015,11206.01
191-10461-81,C0461,CTA AHORROS SOLES,Lince,22/03/2014,11286.8
191-10462-53,C0462,NA,Callao,15/11/2013,11372.05
191-10463-38,C0463,CTA AHORROS SOLES,La Molina,16/10/2016,8373.05
191-10464-14,C0464,CTA AHORROS DOLARES,La Molina,19/06/2020,11986.36
191-10465-48,C0465,NA,Cajamarca,16/01/2016,12815.65
191-10466-58,C0466,NA,Surco,02/01/2020,789.16
191-10467-89,C0467,CTA AHORROS SOLES,Callao,14/06/2014,3746.39
191-10468-55,C0468,NA,La Molina,19/10/2022,2522.35
191-10469-51,C0469,CTA AHORROS SOLES,Miraflores,12/02/2011,7572.0
191-10470-61,C0470,CTA AHORROS DOLARES,San Isidro,09/12/2019,12164.28
191-10471-96,C0471,CTA AHORROS SOLES,Callao,07/02/2019,12723.7
191-10472-87,C0472,CTA AHORROS SOLES,Callao,08/01/2016,14237.12
191-10473-49,C0473,NA,San Isidro,08/03/2019,3268.19
191-10474-80,C0474,CTA CORRIENTE,Miraflores,08/04/2020,2991.86
191-10475-88,C0475,CTA AHORROS SOLES,Callao,18/10/2018,11784.69
191-10476-75,C0476,CTA CORRIENTE,Cajamarca,05/01/2023,4342.94
191-10477-23,C0477,CTA CORRIENTE,La Molina,10/05/2017,11734.57
191-10478-29,C0478,CTA AHORROS SOLES,Miraflores,22/04/2024,4335.45
191-10479-40,C0479,CTA CORRIENTE,Surco,22/02/2016,7218.78
191-10480-15,C0480,CTA AHORROS SOLES,Surco,26/02/2016,6986.05
191-10481-56,C0481,CTA CORRIENTE,Lince,15/09/2020,2926.38
191-10482-67,C0482,CTA AHORROS DOLARES,Miraflores,08/04/2013,6014.04
191-10483-92,C0483,CTA AHORROS DOLARES,Miraflores,01/01/2023,12955.87
191-10484-93,C0484,CTA AHORROS DOLARES,Lince,31/12/2014,3798.43
191-10485-25,C0485,CTA AHORROS DOLARES,Surco,12/08/2023,11239.58
191-10486-90,C0486,NA,Cajamarca,10/09/2014,11018.44
191-10487-29,C0487,CTA AHORROS DOLARES,La Molina,07/05/2017,13822.36
191-10488-16,C0488,CTA AHORROS DOLARES,Cajamarca,21/08/2021,9225.62
191-10489-49,C0489,CTA CORRIENTE,Lince,25/02/2024,3801.86
191-10490-56,C0490,NA,Surco,04/01/2015,4368.94
191-10491-41,C0491,CTA CORRIENTE,Cajamarca,26/09/2013,1184.84
191-10492-42,C0492,NA,Miraflores,27/07/2018,6093.84
191-10493-83,C0493,CTA CORRIENTE,Callao,09/03/2024,10151.74
191-10494-41,C0494,CTA AHORROS SOLES,La Molina,22/07/2021,8548.15
191-10495-56,C0495,CTA AHORROS SOLES,Callao,12/07/2015,3692.57
191-10496-96,C0496,CTA CORRIENTE,San Isidro,27/12/2022,3256.54
191-10497-96,C0497,NA,Lince,18/06/2014,7893.85
191-10498-53,C0498,CTA CORRIENTE,Cajamarca,08/03/2010,1069.86
191-10499-82,C0499,CTA AHORROS SOLES,Miraflores,08/10/2017,11585.89
191-10500-58,C0500,CTA AHORROS SOLES,Miraflores,14/12/2022,4328.61
191-10501-91,C0501,CTA AHORROS DOLARES,Callao,29/01/2020,2082.94
191-10502-68,C0502,CTA CORRIENTE,Miraflores,12/04/2012,6575.05
191-10503-36,C0503,CTA AHORROS SOLES,La Molina,23/07/2024,8552.11
191-10504-65,C0504,CTA CORRIENTE,Lince,30/07/2019,6878.86
191-10505-24,C0505,CTA CORRIENTE,San Isidro,22/09/2023,1832.5
191-10506-36,C0506,CTA AHORROS SOLES,Callao,22/01/2021,7223.18
191-10507-67,C0507,CTA AHORROS SOLES,Miraflores,26/04/2014,14298.82
191-10508-98,C0508,CTA AHORROS DOLARES,San Isidro,12/03/2012,1728.56
191-10509-74,C0509,NA,La Molina,14/10/2015,1030.21
191-10510-92,C0510,CTA AHORROS SOLES,Surco,22/12/2012,5862.31
191-10511-20,C0511,CTA CORRIENTE,Lince,22/01/2019,9447.56
191-10512-37,C0512,NA,La Molina,09/06/2017,7513.59
191-10513-83,C0513,CTA CORRIENTE,Callao,28/07/2014,7965.23
191-10514-77,C0514,CTA AHORROS DOLARES,Miraflores,10/12/2010,11252.6
191-10515-91,C0515,CTA AHORROS DOLARES,Surco,11/06/2012,5005.28
191-10516-32,C0516,NA,Miraflores,02/04/2019,10160.35
191-10517-47,C0517,CTA CORRIENTE,Callao,17/10/2019,7839.07
191-10518-18,C0518,CTA AHORROS SOLES,Miraflores,09/08/2019,11019.17
191-10519-46,C0519,CTA CORRIENTE,San Isidro,07/03/2024,5089.83
191-10520-76,C0520,NA,Surco,29/05/2010,3493.39
191-10521-51,C0521,CTA AHORROS DOLARES,Miraflores,12/09/2015,14293.99
191-10522-99,C0522,CTA CORRIENTE,Surco,12/06/2021,7430.15
191-10523-61,C0523,CTA AHORROS SOLES,Lince,09/12/2018,7062.71
191-10524-65,C0524,CTA CORRIENTE,Cajamarca,19/06/2020,1654.36
191-10525-69,C0525,CTA AHORROS SOLES,Lince,06/06/2017,13731.34
191-10526-67,C0526,CTA CORRIENTE,Lince,11/03/2024,4743.21
191-10527-35,C0527,CTA AHORROS DOLARES,Surco,11/06/2023,2662.52
191-10528-91,C0528,NA,La Molina,05/02/2019,8309.88
191-10529-95,C0529,CTA AHORROS SOLES,Callao,14/07/2015,5857.01
191-10530-80,C0530,CTA AHORROS SOLES,La Molina,21/12/2014,6337.51
191-10531-69,C0531,CTA CORRIENTE,Lince,26/12/2019,6299.69
191-10532-71,C0532,CTA AHORROS DOLARES,San Isidro,04/12/2010,14348.63
191-10533-45,C0533,CTA AHORROS SOLES,Lince,27/04/2020,2083.45
191-10534-25,C0534,CTA AHORROS SOLES,Cajamarca,01/02/2023,3572.82
191-10535-72,C0535,CTA AHORROS DOLARES,Cajamarca,25/12/2019,6869.12
191-10536-93,C0536,CTA AHORROS DOLARES,Cajamarca,20/10/2013,3333.25
191-10537-98,C0537,CTA AHORROS SOLES,Cajamarca,03/12/2019,8338.65
191-10538-54,C0538,CTA CORRIENTE,La Molina,01/10/2017,6282.05
191-10539-91,C0539,NA,Lince,09/03/2016,7129.53
191-10540-53,C0540,CTA AHORROS SOLES,Callao,04/12/2023,11638.87
191-10541-20,C0541,CTA AHORROS SOLES,San Isidro,10/10/2011,3407.6
191-10542-17,C0542,CTA CORRIENTE,Miraflores,17/01/2013,12697.12
191-10543-98,C0543,CTA AHORROS DOLARES,Callao,27/11/2022,4664.36
191-10544-90,C0544,NA,San Isidro,10/09/2024,6593.19
191-10545-74,C0545,CTA AHORROS DOLARES,Callao,13/04/2012,8614.55
191-10546-66,C0546,CTA AHORROS DOLARES,San Isidro,05/06/2023,9408.57
191-10547-47,C0547,NA,Lince,01/03/2012,4746.2
191-10548-35,C0548,NA,San Isidro,21/11/2016,2290.79
191-10549-70,C0549,NA,Lince,25/03/2020,11007.12
191-10550-13,C0550,CTA AHORROS DOLARES,Cajamarca,18/01/2018,7463.21
191-10551-41,C0551,CTA AHORROS SOLES,Cajamarca,17/02/2013,9178.02
191-10552-54,C0552,CTA CORRIENTE,Lince,26/02/2015,692.95
191-10553-84,C0553,CTA CORRIENTE,Miraflores,07/11/2021,8811.55
191-10554-74,C0554,CTA CORRIENTE,Callao,18/03/2010,12896.05
191-10555-88,C0555,CTA AHORROS SOLES,Callao,18/07/2015,6878.73
191-10556-19,C0556,CTA CORRIENTE,La Molina,07/05/2011,6358.99
191-10557-31,C0557,NA,La Molina,03/03/2024,9018.68
191-10558-33,C0558,CTA CORRIENTE,Callao,27/04/2023,3244.83
191-10559-47,C0559,NA,Miraflores,26/04/2016,5050.16
191-10560-83,C0560,NA,La Molina,21/03/2017,6631.98
191-10561-31,C0561,NA,La Molina,03/02/2020,1562.61
191-10562-19,C0562,CTA AHORROS DOLARES,Lince,20/09/2011,12477.91
191-10563-58,C0563,CTA AHORROS DOLARES,La Molina,16/01/2024,1607.85
191-10564-79,C0564,NA,Lince,19/11/2017,12012.95
191-10565-32,C0565,CTA AHORROS SOLES,La Molina,02/01/2012,804.7
191-10566-36,C0566,CTA AHORROS DOLARES,Surco,19/06/2018,3425.47
191-10567-23,C0567,CTA CORRIENTE,Cajamarca,20/01/2014,14075.32
191-10568-48,C0568,CTA AHORROS SOLES,Callao,08/11/2015,14857.01
191-10569-16,C0569,CTA AHORROS SOLES,Lince,15/06/2019,14263.28
191-10570-50,C0570,CTA CORRIENTE,Miraflores,11/05/2020,12382.22
191-10571-30,C0571,NA,Lince,19/05/2019,12979.33
191-10572-93,C0572,NA,La Molina,22/12/2016,2821.01
191-10573-32,C0573,CTA CORRIENTE,Lince,26/12/2024,1590.28
191-10574-23,C0574,CTA AHORROS SOLES,La Molina,07/10/2018,1022.85
191-10575-64,C0575,NA,Miraflores,08/10/2024,10902.06
191-10576-30,C0576,CTA AHORROS SOLES,Miraflores,30/06/2018,5890.49
191-10577-59,C0577,NA,La Molina,26/06/2010,11297.38
191-10578-11,C0578,CTA AHORROS DOLARES,Callao,03/01/2014,2748.47
191-10579-29,C0579,CTA AHORROS SOLES,La Molina,26/04/2013,12220.74
191-10580-94,C0580,NA,Lince,27/04/2014,7949.77
191-10581-41,C0581,NA,Surco,04/02/2017,8702.34
191-10582-68,C0582,NA,Cajamarca,19/03/2023,1649.64
191-10583-14,C0583,CTA AHORROS SOLES,San Isidro,07/07/2021,13644.4
191-10584-70,C0584,CTA AHORROS SOLES,Miraflores,25/04/2011,6889.99
191-10585-11,C0585,CTA AHORROS DOLARES,San Isidro,28/02/2014,641.0
191-10586-56,C0586,CTA AHORROS DOLARES,Surco,27/05/2018,8380.11
191-10587-72,C0587,CTA AHORROS SOLES,Miraflores,11/08/2023,13789.45
191-10588-59,C0588,NA,Lince,04/06/2012,1961.14
191-10589-45,C0589,NA,Miraflores,27/04/2017,3659.91
191-10590-81,C0590,CTA AHORROS DOLARES,Cajamarca,17/01/2016,5386.29
191-10591-83,C0591,CTA CORRIENTE,Cajamarca,06/03/2010,10079.34
191-10592-58,C0592,CTA AHORROS DOLARES,Surco,27/02/2013,7605.49
191-10593-24,C0593,CTA CORRIENTE,Miraflores,25/08/2020,11322.62
191-10594-42,C0594,CTA AHORROS DOLARES,Lince,23/02/2012,1165.14
191-10595-92,C0595,NA,Cajamarca,22/08/2020,7675.54
191-10596-68,C0596,CTA AHORROS DOLARES,La Molina,29/05/2010,7791.28
191-10597-57,C0597,CTA CORRIENTE,Lince,04/12/2023,8666.09
191-10598-62,C0598,CTA CORRIENTE,Lince,28/04/2023,9310.91
191-10599-86,C0599,CTA CORRIENTE,Cajamarca,16/06/2012,7628.5
191-10600-36,C0600,NA,Surco,24/08/2012,2573.53
191-10601-40,C0601,CTA AHORROS DOLARES,Cajamarca,17/08/2013,13919.0
191-10602-21,C0602,CTA AHORROS DOLARES,Miraflores,10/03/2018,14371.36
191-10603-18,C0603,NA,Cajamarca,13/10/2010,9117.8
191-10604-31,C0604,CTA AHORROS SOLES,Cajamarca,26/09/2015,7470.49
191-10605-15,C0605,CTA CORRIENTE,Cajamarca,13/12/2013,8447.83
191-10606-48,C0606,CTA CORRIENTE,La Molina,19/05/2022,9415.35
191-10607-74,C0607,NA,Cajamarca,25/01/2024,2617.79
191-10608-15,C0608,NA,Callao,19/02/2018,10921.71
191-10609-33,C0609,CTA AHORROS DOLARES,La Molina,07/03/2014,6759.06
191-10610-43,C0610,CTA CORRIENTE,Callao,15/06/2022,3415.87
191-10611-15,C0611,CTA AHORROS SOLES,Surco,19/10/2013,14760.97
191-10612-66,C0612,NA,San Isidro,03/11/2017,4105.02
191-10613-87,C0613,CTA CORRIENTE,Cajamarca,11/07/2023,11193.39
191-10614-63,C0614,CTA AHORROS SOLES,San Isidro,02/12/2022,14402.21
191-10615-75,C0615,CTA AHORROS SOLES,Lince,31/08/2011,9431.86
191-10616-48,C0616,CTA AHORROS DOLARES,La Molina,27/10/2010,1862.54
191-10617-69,C0617,NA,San Isidro,05/10/2016,3105.84
191-10618-59,C0618,CTA AHORROS SOLES,Callao,07/05/2022,10641.45
191-10619-23,C0619,CTA CORRIENTE,San Isidro,27/03/2019,1888.7
191-10620-86,C0620,NA,Surco,01/02/2010,14576.68
191-10621-88,C0621,CTA AHORROS SOLES,Surco,11/03/2024,8363.47
191-10622-44,C0622,NA,Surco,24/05/2021,13443.12
191-10623-45,C0623,NA,Surco,01/04/2014,13678.62
191-10624-52,C0624,CTA AHORROS DOLARES,Surco,15/10/2012,13773.34
191-10625-29,C0625,NA,Callao,08/12/2024,9412.47
191-10626-38,C0626,CTA CORRIENTE,La Molina,01/06/2020,8269.92
191-10627-29,C0627,NA,Surco,09/12/2011,5115.04
191-10628-27,C0628,CTA AHORROS DOLARES,Miraflores,24/12/2023,3207.58
191-10629-25,C0629,NA,Cajamarca,07/01/2012,7721.48
191-10630-17,C0630,CTA AHORROS SOLES,Miraflores,19/03/2020,4363.39
191-10631-14,C0631,CTA CORRIENTE,Surco,29/05/2010,13580.17
191-10632-99,C0632,CTA AHORROS SOLES,Lince,08/11/2021,695.91
191-10633-95,C0633,CTA CORRIENTE,La Molina,16/10/2011,2085.44
191-10634-71,C0634,CTA AHORROS SOLES,Cajamarca,20/12/2015,2283.02
191-10635-15,C0635,CTA AHORROS SOLES,La Molina,16/03/2017,14178.45
191-10636-44,C0636,CTA AHORROS DOLARES,Surco,12/05/2011,4884.49
191-10637-34,C0637,CTA AHORROS SOLES,San Isidro,18/10/2018,4067.08
191-10638-86,C0638,CTA AHORROS DOLARES,Callao,27/03/2023,6737.39
191-10639-72,C0639,CTA AHORROS SOLES,San Isidro,14/07/2010,10939.62
191-10640-77,C0640,CTA CORRIENTE,Cajamarca,07/01/2019,7745.31
191-10641-13,C0641,CTA AHORROS DOLARES,Surco,08/10/2017,11603.81
191-10642-11,C0642,CTA AHORROS DOLARES,Miraflores,09/02/2024,1894.66
191-10643-65,C0643,CTA AHORROS SOLES,Lince,14/07/2018,3973.08
191-10644-69,C0644,CTA AHORROS DOLARES,San Isidro,28/08/2013,3968.11
191-10645-32,C0645,NA,Cajamarca,04/11/2014,7633.35
191-10646-64,C0646,CTA CORRIENTE,La Molina,26/08/2011,1035.65
191-10647-56,C0647,CTA AHORROS SOLES,Surco,23/06/2010,14174.26
191-10648-73,C0648,CTA AHORROS DOLARES,San Isidro,03/05/2010,8014.94
191-10649-74,C0649,CTA CORRIENTE,Surco,24/11/2014,8852.01
191-10650-38,C0650,CTA CORRIENTE,Callao,23/10/2017,7303.21
191-10651-21,C0651,CTA AHORROS DOLARES,Miraflores,30/09/2022,1643.32
191-10652-76,C0652,CTA AHORROS SOLES,Surco,16/01/2014,13644.75
191-10653-99,C0653,CTA CORRIENTE,Lince,06/11/2023,11639.08
191-10654-67,C0654,NA,San Isidro,23/12/2018,3875.75
191-10655-11,C0655,NA,Miraflores,08/10/2011,10032.53
191-10656-27,C0656,CTA AHORROS DOLARES,Miraflores,16/01/2024,8666.31
191-10657-75,C0657,CTA AHORROS DOLARES,La Molina,27/12/2023,10329.39
191-10658-28,C0658,NA,Miraflores,15/07/2010,10326.32
191-10659-83,C0659,CTA AHORROS DOLARES,Callao,27/04/2018,4426.03
191-10660-77,C0660,CTA AHORROS DOLARES,San Isidro,04/01/2010,12796.7
191-10661-23,C0661,NA,San Isidro,13/02/2022,2605.72
191-10662-38,C0662,CTA AHORROS DOLARES,Lince,05/10/2011,6744.98
191-10663-75,C0663,CTA AHORROS DOLARES,San Isidro,12/12/2018,12160.29
191-10664-99,C0664,CTA AHORROS SOLES,Callao,02/12/2016,7888.1
191-10665-94,C0665,CTA CORRIENTE,San Isidro,03/08/2013,3539.39
191-10666-70,C0666,CTA CORRIENTE,Lince,17/03/2012,9993.97
191-10667-97,C0667,CTA AHORROS DOLARES,La Molina,22/12/2018,4046.36
191-10668-94,C0668,CTA AHORROS SOLES,Cajamarca,24/08/2017,5781.57
191-10669-14,C0669,CTA CORRIENTE,San Isidro,10/09/2010,9249.23
191-10670-41,C0670,CTA CORRIENTE,Cajamarca,29/10/2021,8658.16
191-10671-43,C0671,CTA AHORROS DOLARES,Surco,19/09/2018,6745.83
191-10672-17,C0672,CTA AHORROS SOLES,Cajamarca,01/11/2021,8612.64
191-10673-91,C0673,CTA AHORROS SOLES,Miraflores,13/04/2018,9929.59
191-10674-89,C0674,NA,Cajamarca,11/04/2015,11697.13
191-10675-25,C0675,NA,Lince,23/07/2011,657.9
191-10676-72,C0676,CTA AHORROS SOLES,La Molina,13/09/2022,8815.37
191-10677-18,C0677,CTA CORRIENTE,San Isidro,30/08/2012,12600.61
191-10678-78,C0678,NA,La Molina,19/08/2016,9937.97
191-10679-60,C0679,CTA AHORROS SOLES,Lince,12/03/2020,13993.5
191-10680-14,C0680,CTA AHORROS SOLES,Callao,22/03/2018,12656.99
191-10681-48,C0681,CTA AHORROS SOLES,Callao,01/07/2012,14765.39
191-10682-77,C0682,CTA AHORROS SOLES,Surco,10/08/2013,12327.05
191-10683-14,C0683,CTA AHORROS SOLES,Callao,24/10/2016,11737.26
191-10684-71,C0684,CTA AHORROS DOLARES,Surco,17/04/2012,3675.52
191-10685-17,C0685,CTA AHORROS SOLES,Surco,22/12/2024,1032.0
191-10686-57,C0686,CTA AHORROS DOLARES,Miraflores,14/04/2019,13471.91
191-10687-50,C0687,CTA CORRIENTE,Lince,27/06/2014,7032.18
191-10688-67,C0688,CTA AHORROS DOLARES,San Isidro,12/08/2012,10209.98
191-10689-12,C0689,CTA CORRIENTE,La Molina,12/10/2015,6267.45
191-10690-88,C0690,CTA AHORROS SOLES,Miraflores,11/12/2010,2600.42
191-10691-34,C0691,NA,Callao,11/06/2022,6035.22
191-10692-45,C0692,CTA CORRIENTE,Callao,10/01/2021,12746.91
191-10693-70,C0693,CTA AHORROS DOLARES,Callao,16/04/2017,3215.47
191-10694-39,C0694,CTA AHORROS DOLARES,Miraflores,30/09/2017,11403.08
191-10695-61,C0695,CTA CORRIENTE,Surco,11/01/2021,7063.54
191-10696-76,C0696,NA,San Isidro,10/12/2015,2177.13
191-10697-72,C0697,CTA CORRIENTE,San Isidro,25/12/2012,3905.61
191-10698-82,C0698,CTA AHORROS SOLES,San Isidro,19/12/2014,8567.0
191-10699-37,C0699,CTA AHORROS DOLARES,Miraflores,17/10/2013,14905.97
191-10700-42,C0700,CTA AHORROS DOLARES,La Molina,06/07/2016,5892.6
191-10701-81,C0701,CTA CORRIENTE,Miraflores,17/02/2016,7693.98
191-10702-70,C0702,CTA AHORROS DOLARES,Lince,28/06/2023,4070.54
191-10703-87,C0703,CTA AHORROS DOLARES,La Molina,27/02/2023,9345.66
191-10704-27,C0704,CTA AHORROS SOLES,Miraflores,29/10/2011,11075.44
191-10705-55,C0705,CTA CORRIENTE,Lince,08/08/2013,6181.67
191-10706-62,C0706,CTA AHORROS DOLARES,San Isidro,10/03/2014,12003.19
191-10707-87,C0707,CTA AHORROS DOLARES,Callao,19/11/2018,5016.06
191-10708-14,C0708,CTA AHORROS SOLES,La Molina,02/04/2017,12520.13
191-10709-97,C0709,CTA CORRIENTE,La Molina,24/12/2024,5228.04
191-10710-14,C0710,NA,Lince,18/06/2014,4318.69
191-10711-70,C0711,CTA AHORROS SOLES,Cajamarca,10/01/2011,4100.52
191-10712-64,C0712,NA,La Molina,26/07/2017,2087.29
191-10713-35,C0713,CTA AHORROS SOLES,Surco,24/09/2018,714.14
191-10714-87,C0714,NA,Surco,19/07/2021,1157.74
191-10715-87,C0715,CTA CORRIENTE,La Molina,05/12/2018,1447.38
191-10716-93,C0716,NA,La Molina,07/05/2010,9933.42
191-10717-25,C0717,CTA CORRIENTE,La Molina,02/04/2017,13333.4
191-10718-42,C0718,NA,Lince,02/05/2017,3137.28
191-10719-47,C0719,CTA CORRIENTE,Lince,17/07/2022,5127.85
191-10720-23,C0720,NA,Callao,01/12/2023,5922.02
191-10721-43,C0721,CTA AHORROS SOLES,Lince,28/06/2023,4072.93
191-10722-55,C0722,CTA AHORROS DOLARES,Callao,11/07/2014,2692.13
191-10723-67,C0723,CTA AHORROS SOLES,Cajamarca,29/11/2019,4273.32
191-10724-59,C0724,CTA AHORROS DOLARES,San Isidro,01/10/2011,8415.81
191-10725-80,C0725,CTA AHORROS SOLES,La Molina,19/10/2016,14021.34
